session_id	session_ref	session_track	session_title	chair	chair_affiliation	discussant	discussant_affiliation	abstract_id
53499	EU05	European & EU Politics	EU environmental policy: together towards a greener Europe?	Stefan Müller	University College Dublin, Ireland	Zachary Greene	University of Strathclyde, United Kingdom	774
53499	EU05	European & EU Politics	EU environmental policy: together towards a greener Europe?	Stefan Müller	University College Dublin, Ireland	Zachary Greene	University of Strathclyde, United Kingdom	875
53499	EU05	European & EU Politics	EU environmental policy: together towards a greener Europe?	Stefan Müller	University College Dublin, Ireland	Zachary Greene	University of Strathclyde, United Kingdom	941
53499	EU05	European & EU Politics	EU environmental policy: together towards a greener Europe?	Stefan Müller	University College Dublin, Ireland	Zachary Greene	University of Strathclyde, United Kingdom	1822
53498	EU04	European & EU Politics	Influences on EU policy-making	Philipp Broniecki	University of Oslo, Norway	Christian Freudlsperger	ETH Zürich, Switzerland	692
53498	EU04	European & EU Politics	Influences on EU policy-making	Philipp Broniecki	University of Oslo, Norway	Christian Freudlsperger	ETH Zürich, Switzerland	1730
53498	EU04	European & EU Politics	Influences on EU policy-making	Philipp Broniecki	University of Oslo, Norway	Christian Freudlsperger	ETH Zürich, Switzerland	998
53497	FT05	Formal Models	The Art of Political Competition	Catherine Hafer	NYU, USA	NA	NA	810
53497	FT05	Formal Models	The Art of Political Competition	Catherine Hafer	NYU, USA	NA	NA	1062
53497	FT05	Formal Models	The Art of Political Competition	Catherine Hafer	NYU, USA	NA	NA	1068
53497	FT05	Formal Models	The Art of Political Competition	Catherine Hafer	NYU, USA	NA	NA	1675
53495	ME03	Political Methodology	Advances in Conjoint Experiments	Daniel Butler	Washington University in Saint Louis, USA	Daniel Butler	Washington University in Saint Louis, USA	311
53495	ME03	Political Methodology	Advances in Conjoint Experiments	Daniel Butler	Washington University in Saint Louis, USA	Daniel Butler	Washington University in Saint Louis, USA	321
53495	ME03	Political Methodology	Advances in Conjoint Experiments	Daniel Butler	Washington University in Saint Louis, USA	Daniel Butler	Washington University in Saint Louis, USA	793
53495	ME03	Political Methodology	Advances in Conjoint Experiments	Daniel Butler	Washington University in Saint Louis, USA	Daniel Butler	Washington University in Saint Louis, USA	1409
53493	PL04	Parties and Legislatures	Candidate and MP Characteristics	Allan Sikk	University College London, United Kingdom	William Daniel	University of Nottingham, United Kingdom	269
53493	PL04	Parties and Legislatures	Candidate and MP Characteristics	Allan Sikk	University College London, United Kingdom	William Daniel	University of Nottingham, United Kingdom	339
53493	PL04	Parties and Legislatures	Candidate and MP Characteristics	Allan Sikk	University College London, United Kingdom	William Daniel	University of Nottingham, United Kingdom	1697
53493	PL04	Parties and Legislatures	Candidate and MP Characteristics	Allan Sikk	University College London, United Kingdom	William Daniel	University of Nottingham, United Kingdom	1898
53493	PL04	Parties and Legislatures	Candidate and MP Characteristics	Allan Sikk	University College London, United Kingdom	William Daniel	University of Nottingham, United Kingdom	1892
53492	IP06	International Political Economy & IOs	Climate Policy and Cooperation	Federica Genovese	University of Essex, United Kingdom	Michael Bechtel	University of Cologne, Germany	1304
53492	IP06	International Political Economy & IOs	Climate Policy and Cooperation	Federica Genovese	University of Essex, United Kingdom	Michael Bechtel	University of Cologne, Germany	1443
53492	IP06	International Political Economy & IOs	Climate Policy and Cooperation	Federica Genovese	University of Essex, United Kingdom	Michael Bechtel	University of Cologne, Germany	1446
53492	IP06	International Political Economy & IOs	Climate Policy and Cooperation	Federica Genovese	University of Essex, United Kingdom	Michael Bechtel	University of Cologne, Germany	1734
53491	IP07	International Political Economy & IOs	Multinational Corporations in the Global Economy	Ana Carolina Garriga	University of Essex, United Kingdom	James Morrison	London School of Economics, United Kingdom	829
53491	IP07	International Political Economy & IOs	Multinational Corporations in the Global Economy	Ana Carolina Garriga	University of Essex, United Kingdom	James Morrison	London School of Economics, United Kingdom	1046
53491	IP07	International Political Economy & IOs	Multinational Corporations in the Global Economy	Ana Carolina Garriga	University of Essex, United Kingdom	James Morrison	London School of Economics, United Kingdom	2001
53491	IP07	International Political Economy & IOs	Multinational Corporations in the Global Economy	Ana Carolina Garriga	University of Essex, United Kingdom	James Morrison	London School of Economics, United Kingdom	1733
53491	IP07	International Political Economy & IOs	Multinational Corporations in the Global Economy	Ana Carolina Garriga	University of Essex, United Kingdom	James Morrison	London School of Economics, United Kingdom	1864
53490	PL06	Parties and Legislatures	Intra-Party Politics and Position-taking	Nils Düpont	University of Bremen, Germany	Christine Sylvester	University of Strathclyde, United Kingdom	355
53490	PL06	Parties and Legislatures	Intra-Party Politics and Position-taking	Nils Düpont	University of Bremen, Germany	Christine Sylvester	University of Strathclyde, United Kingdom	1453
53490	PL06	Parties and Legislatures	Intra-Party Politics and Position-taking	Nils Düpont	University of Bremen, Germany	Christine Sylvester	University of Strathclyde, United Kingdom	1696
53490	PL06	Parties and Legislatures	Intra-Party Politics and Position-taking	Nils Düpont	University of Bremen, Germany	Christine Sylvester	University of Strathclyde, United Kingdom	754
53489	ME07	Political Methodology	Multilingual Text Analysis	Jacob Montgomery	Washington University in Saint Louis, USA	Jacob Montgomery	Wasington University in Saint Louis, USA	1087
53489	ME07	Political Methodology	Multilingual Text Analysis	Jacob Montgomery	Washington University in Saint Louis, USA	Jacob Montgomery	Wasington University in Saint Louis, USA	1654
53489	ME07	Political Methodology	Multilingual Text Analysis	Jacob Montgomery	Washington University in Saint Louis, USA	Jacob Montgomery	Wasington University in Saint Louis, USA	1778
53488	PP07	Public Policy and Public Administration	AI, digitalization, and public policy	Dan Honig	NA	Dan Honig	NA	863
53488	PP07	Public Policy and Public Administration	AI, digitalization, and public policy	Dan Honig	NA	Dan Honig	NA	1767
53488	PP07	Public Policy and Public Administration	AI, digitalization, and public policy	Dan Honig	NA	Dan Honig	NA	1806
53488	PP07	Public Policy and Public Administration	AI, digitalization, and public policy	Dan Honig	NA	Dan Honig	NA	1870
53487	IP08	International Political Economy & IOs	Developing Countries in Global Markets	Sarah Brooks	Ohio State University, USA	Daniel Berliner	London School of Economics, United Kingdom	396
53487	IP08	International Political Economy & IOs	Developing Countries in Global Markets	Sarah Brooks	Ohio State University, USA	Daniel Berliner	London School of Economics, United Kingdom	431
53487	IP08	International Political Economy & IOs	Developing Countries in Global Markets	Sarah Brooks	Ohio State University, USA	Daniel Berliner	London School of Economics, United Kingdom	970
53487	IP08	International Political Economy & IOs	Developing Countries in Global Markets	Sarah Brooks	Ohio State University, USA	Daniel Berliner	London School of Economics, United Kingdom	1795
53487	IP08	International Political Economy & IOs	Developing Countries in Global Markets	Sarah Brooks	Ohio State University, USA	Daniel Berliner	London School of Economics, United Kingdom	475
53485	IP09	International Political Economy & IOs	Public Opinion and Global Governance	Ryan Jablonski	London School of Economics, United Kingdom	Frederick Chen	Nanyang Technological University, Singapore	531
53485	IP09	International Political Economy & IOs	Public Opinion and Global Governance	Ryan Jablonski	London School of Economics, United Kingdom	Frederick Chen	Nanyang Technological University, Singapore	604
53485	IP09	International Political Economy & IOs	Public Opinion and Global Governance	Ryan Jablonski	London School of Economics, United Kingdom	Frederick Chen	Nanyang Technological University, Singapore	876
53485	IP09	International Political Economy & IOs	Public Opinion and Global Governance	Ryan Jablonski	London School of Economics, United Kingdom	Frederick Chen	Nanyang Technological University, Singapore	1486
53485	IP09	International Political Economy & IOs	Public Opinion and Global Governance	Ryan Jablonski	London School of Economics, United Kingdom	Frederick Chen	Nanyang Technological University, Singapore	1525
53484	EU11	European & EU Politics	Democratic backsliding and the EU's democratic deficit	Anastasia Ershova	Leiden University, Netherlands	Agni Poullikka	City University of London, United Kingdom	35
53484	EU11	European & EU Politics	Democratic backsliding and the EU's democratic deficit	Anastasia Ershova	Leiden University, Netherlands	Agni Poullikka	City University of London, United Kingdom	38
53484	EU11	European & EU Politics	Democratic backsliding and the EU's democratic deficit	Anastasia Ershova	Leiden University, Netherlands	Agni Poullikka	City University of London, United Kingdom	643
53484	EU11	European & EU Politics	Democratic backsliding and the EU's democratic deficit	Anastasia Ershova	Leiden University, Netherlands	Agni Poullikka	City University of London, United Kingdom	1439
53476	PP05	Public Policy and Public Administration	Public servants and bureaucracy	Gary Hollibaugh	University of Pittsburgh, USA	NA	NA	184
53476	PP05	Public Policy and Public Administration	Public servants and bureaucracy	Gary Hollibaugh	University of Pittsburgh, USA	NA	NA	696
53476	PP05	Public Policy and Public Administration	Public servants and bureaucracy	Gary Hollibaugh	University of Pittsburgh, USA	NA	NA	1236
53476	PP05	Public Policy and Public Administration	Public servants and bureaucracy	Gary Hollibaugh	University of Pittsburgh, USA	NA	NA	1735
53476	PP05	Public Policy and Public Administration	Public servants and bureaucracy	Gary Hollibaugh	University of Pittsburgh, USA	NA	NA	1809
53465	IP13	International Political Economy & IOs	Governing International Organizations	Giorgio Malet	University of Zurich, Switzerland	Bernhard Reinsberg	University of Glasgow, United Kingdom	258
53465	IP13	International Political Economy & IOs	Governing International Organizations	Giorgio Malet	University of Zurich, Switzerland	Bernhard Reinsberg	University of Glasgow, United Kingdom	259
53465	IP13	International Political Economy & IOs	Governing International Organizations	Giorgio Malet	University of Zurich, Switzerland	Bernhard Reinsberg	University of Glasgow, United Kingdom	260
53465	IP13	International Political Economy & IOs	Governing International Organizations	Giorgio Malet	University of Zurich, Switzerland	Bernhard Reinsberg	University of Glasgow, United Kingdom	2047
53463	PL16	Parties and Legislatures	Politicians' Backgrounds and Parliamentary Behaviour	Andrew Eggers	University of Chicago, USA	Hector Bahamonde	University of Turku, Finland	622
53463	PL16	Parties and Legislatures	Politicians' Backgrounds and Parliamentary Behaviour	Andrew Eggers	University of Chicago, USA	Hector Bahamonde	University of Turku, Finland	658
53463	PL16	Parties and Legislatures	Politicians' Backgrounds and Parliamentary Behaviour	Andrew Eggers	University of Chicago, USA	Hector Bahamonde	University of Turku, Finland	1276
53463	PL16	Parties and Legislatures	Politicians' Backgrounds and Parliamentary Behaviour	Andrew Eggers	University of Chicago, USA	Hector Bahamonde	University of Turku, Finland	1971
53463	PL16	Parties and Legislatures	Politicians' Backgrounds and Parliamentary Behaviour	Andrew Eggers	University of Chicago, USA	Hector Bahamonde	University of Turku, Finland	110
53462	PP04	Public Policy and Public Administration	Policy design and impact	NA	NA	Lauren Leek	NA	473
53462	PP04	Public Policy and Public Administration	Policy design and impact	NA	NA	Lauren Leek	NA	1498
53462	PP04	Public Policy and Public Administration	Policy design and impact	NA	NA	Lauren Leek	NA	1321
53462	PP04	Public Policy and Public Administration	Policy design and impact	NA	NA	Lauren Leek	NA	315
53458	PP06	Public Policy and Public Administration	Politicians, bureaucrats, and policies	Pablo Fernandez-Vazquez	NA	Pablo Fernandez-Vazquez	NA	902
53458	PP06	Public Policy and Public Administration	Politicians, bureaucrats, and policies	Pablo Fernandez-Vazquez	NA	Pablo Fernandez-Vazquez	NA	1182
53458	PP06	Public Policy and Public Administration	Politicians, bureaucrats, and policies	Pablo Fernandez-Vazquez	NA	Pablo Fernandez-Vazquez	NA	1370
53458	PP06	Public Policy and Public Administration	Politicians, bureaucrats, and policies	Pablo Fernandez-Vazquez	NA	Pablo Fernandez-Vazquez	NA	2037
53455	PL01	Parties and Legislatures	Party Pledges in Comparative Perspective	Isabelle Guinaudeau	Sciences Po, France	Robert Thomson	Monash University, Australia	286
53455	PL01	Parties and Legislatures	Party Pledges in Comparative Perspective	Isabelle Guinaudeau	Sciences Po, France	Robert Thomson	Monash University, Australia	755
53455	PL01	Parties and Legislatures	Party Pledges in Comparative Perspective	Isabelle Guinaudeau	Sciences Po, France	Robert Thomson	Monash University, Australia	1436
53449	FT01	Formal Models	Elite Strategies in Authoritarian Regimes	Kristopher Ramsay	NA	Ken Shotts	Stanford GSB, USA	24
53449	FT01	Formal Models	Elite Strategies in Authoritarian Regimes	Kristopher Ramsay	NA	Ken Shotts	Stanford GSB, USA	277
53449	FT01	Formal Models	Elite Strategies in Authoritarian Regimes	Kristopher Ramsay	NA	Ken Shotts	Stanford GSB, USA	534
53449	FT01	Formal Models	Elite Strategies in Authoritarian Regimes	Kristopher Ramsay	NA	Ken Shotts	Stanford GSB, USA	594
53449	FT01	Formal Models	Elite Strategies in Authoritarian Regimes	Kristopher Ramsay	NA	Ken Shotts	Stanford GSB, USA	597
53448	ME01	Political Methodology	Improving Inference and Interpretation in Quantitative Research	Jeff Gill	American University, USA	Jeff Gill	American University, USA	63
53448	ME01	Political Methodology	Improving Inference and Interpretation in Quantitative Research	Jeff Gill	American University, USA	Jeff Gill	American University, USA	205
53448	ME01	Political Methodology	Improving Inference and Interpretation in Quantitative Research	Jeff Gill	American University, USA	Jeff Gill	American University, USA	867
53448	ME01	Political Methodology	Improving Inference and Interpretation in Quantitative Research	Jeff Gill	American University, USA	Jeff Gill	American University, USA	1546
53448	ME01	Political Methodology	Improving Inference and Interpretation in Quantitative Research	Jeff Gill	American University, USA	Jeff Gill	American University, USA	1591
53446	PL15	Parties and Legislatures	Parliamentary Discipline	Benjamin Guinaudeau	University of Konstanz, Germany	David Willumsen	University of Innsbruck, Austria	201
53446	PL15	Parties and Legislatures	Parliamentary Discipline	Benjamin Guinaudeau	University of Konstanz, Germany	David Willumsen	University of Innsbruck, Austria	392
53446	PL15	Parties and Legislatures	Parliamentary Discipline	Benjamin Guinaudeau	University of Konstanz, Germany	David Willumsen	University of Innsbruck, Austria	1718
53446	PL15	Parties and Legislatures	Parliamentary Discipline	Benjamin Guinaudeau	University of Konstanz, Germany	David Willumsen	University of Innsbruck, Austria	2031
53446	PL15	Parties and Legislatures	Parliamentary Discipline	Benjamin Guinaudeau	University of Konstanz, Germany	David Willumsen	University of Innsbruck, Austria	46
