author	affiliation	abstract_id	role	session_id	presenter
Lukas Antoine	FU Berlin, Germany	514	p	NA	n
Rasmus Ollroge	FU Berlin, Germany	514	p	NA	n
Željko Poljak	University of Antwerp, Belgium	511	p	NA	y
Jan Vogler	University of Konstanz, Germany	51	p	NA	y
Harris Mylonas	George Washington University, USA	509	p	NA	n
Vasiliki Fouka	Stanford University, USA	509	p	NA	y
Giacomo Lemoli	New York University, USA	507	p	NA	y
Sergi Martínez	Princeton University, USA	507	p	NA	n
Oda Nedregård	BI Norwegian Business School, Norway	504	p	NA	y
Vardges Levonyan	UZH, Switzerland	504	p	NA	n
Dylan Potts	European University Institute, Italy	501	p	NA	y
James Tilley	University of Oxford, United Kingdom	50	p	NA	n
Nico Buettner	University of Oxford, United Kingdom	50	p	NA	y
Gemma Dipoppa	Brown University, USA	497	p	NA	y
Gianmarco Daniele	Universita Statale Milano, Italy	497	p	NA	n
Massimo Pulejo	New York University, USA	497	p	NA	n
Tiffany Lau	London School of Economics, United Kingdom	493	p	NA	y
Tarek Jaziri Arjona	European University Institute, Italy	492	p	NA	y
Tarek Jaziri Arjona	European University Institute, Italy	491	p	NA	y
Nico Buettner	University of Oxford, United Kingdom	49	p	NA	y
Christine Sylvester	University of Strathclyde, United Kingdom	489	p	NA	y
Zachary Greene	University of Strathclyde, United Kingdom	489	p	NA	y
Aleksandra Khokhlova	Leiden University, Netherlands	488	p	NA	n
Anastasia Ershova	Leiden University, Netherlands	488	p	NA	n
Christine Sylvester	University of Strathclyde, United Kingdom	488	p	NA	y
Nikoleta Yordanova	Leiden University, Netherlands	488	p	NA	n
Zachary Greene	University of Strathclyde, United Kingdom	488	p	NA	n
John Parmelee	University of North Floirda, USA	486	p	NA	y
Jonas Schmid	University of Oslo, Norway	485	p	NA	n
Svend-Erik Skaaning	Aarhus University, Denmark	485	p	NA	n
Vilde Lunnan Djuve	University of Oslo, Norway	485	p	NA	n
Leonardo Carella	University of Oxford, United Kingdom	482	p	NA	y
Francesco Raffaelli	University of Oxford, United Kingdom	480	p	NA	y
Alvaro Delgado-Vega	Universidad Carlos III de Madrid, Spain	479	p	NA	y
Massimo Pulejo	New York University, USA	478	p	NA	y
Lauren Ferry	University of Mississippi, USA	475	p	NA	n
Patrick Shea	University of Glasgow, United Kingdom	475	p	NA	y
Eleanor Woodhouse	University College London, United Kingdom	473	p	NA	y
Paolo Belardinelli	Indiana University, USA	473	p	NA	n
Philip Warncke	UNC Chapel Hilll, USA	471	p	NA	y
Francesco Raffaelli	University of Oxford, United Kingdom	469	p	NA	y
Mariana Alvarado	University of Geneva, Switzerland	468	p	NA	y
Laurenz Ennser-Jedenastik	University of Vienna, Austria	466	p	NA	n
Manuel Wagner	University of Vienna, Austria	466	p	NA	y
Louise Luxton	Newcastle University, United Kingdom	464	p	NA	y
George Bolton	University of Southampton, United Kingdom	460	p	NA	y
Enrico Miglino	University College London, United Kingdom	46	p	NA	y
Garret Binding	University of Zurich, Switzerland	457	p	NA	y
Lucas Leemann	University of Zurich, Switzerland	457	p	NA	n
Garret Binding	University of Zurich, Switzerland	456	p	NA	y
Judith Spirig	University College London, United Kingdom	456	p	NA	n
Simon Chauchard	UC3M, Spain	454	p	NA	y
Sumitra Badrinathan	American university, USA	454	p	NA	y
Barbara Piotrowska	King's College London, United Kingdom	453	p	NA	y
Monika Nalepa	University of Chicago, USA	453	p	NA	n
Felix Wiebrecht	University of Gothenburg, Sweden	451	p	NA	n
Staffan Lindberg	University of Gothenburg, Sweden	451	p	NA	n
Yuko Sato	University of Gothenburg, Sweden	451	p	NA	y
Asmus Leth Olsen	University of Copenhagen, Denmark	450	p	NA	n
Josephine Arnfred	University of Copenhagen, Denmark	450	p	NA	y
Abhit Bhandari	Temple University, USA	449	p	NA	y
Robert Kubinec	New York University Abu Dhabi, UAE	449	p	NA	y
Haakon Gjerløw	Peace Research Institute Oslo, Norway	448	p	NA	n
Øyvind Stiansen	University of Oslo, Norway	448	p	NA	y
Jonathan Polk	Lund University, Sweden	447	p	NA	n
Nico de la Cerda	University of North Carolina, USA	447	p	NA	n
RYAN BAKKER	University of Essex, United Kingdom	447	p	NA	y
Roi Zur	University of Essex, United Kingdom	447	p	NA	n
Seth Jolly	Syracuse University, USA	447	p	NA	n
Alexandre Afonso	University of Leiden, Netherlands	445	p	NA	y
Babak RezaeeDaryakenari	Leiden University, Netherlands	441	p	NA	y
Peyman Asadzade	Harvard University, USA	441	p	NA	n
Xinwei Chen	Monash University, Australia	44	p	NA	y
Temi Ogunye	Nuffield College, University of Oxford, United Kingdom	438	p	NA	n
Geraldine Bustos-Zamora	University of Essex, United Kingdom	437	p	NA	y
Achillefs Papageorgiou	University of Helsinki, Finland	434	p	NA	n
Lauri Rapeli	Åbo Akademi University, Finland	434	p	NA	n
Luca Bernardi	University of Liverpool, United Kingdom	434	p	NA	y
Mikko Mattila	University of Helsinki, Finland	434	p	NA	n
Kathleen Brown	Leiden University, Netherlands	431	p	NA	y
David Attewell	University of Zurich, Switzerland	429	p	NA	y
Delia Zollinger	University of Zurich, Switzerland	429	p	NA	y
Jan Stuckatz	Copenhagen Business School, Denmark	428	p	NA	n
Kai-Uwe Schnapp	Universität Hamburg, Germany	428	p	NA	n
Constantine Boussalis	Trinity College Dublin, Ireland	426	p	NA	n
Costas Roumanias	Athens University of Economics and Business, Greece	426	p	NA	n
Lamprini Rori	National and Kapodistrian University of Athens, Greece	426	p	NA	y
Mary Shiraef	University of Notre Dame, USA	425	p	NA	y
Felix Wiebrecht	University of Gothenburg, Sweden	424	p	NA	y
Staffan Lindberg	University of Gothenburg, Sweden	424	p	NA	n
Yuko Sato	University of Gothenburg, Sweden	424	p	NA	n
Jana Lipps	ETH Zurich, Switzerland	421	p	NA	y
Hannah Bunting	University of Exeter, United Kingdom	418	p	NA	n
Kaat Smets	Royal Holloway, University of London, United Kingdom	418	p	NA	y
Kaat Smets	Royal Holloway, University of London, United Kingdom	417	p	NA	y
Sofia Collignon	Queen Mary, University of London, United Kingdom	417	p	NA	y
Lee Morgenbesser	Griffith University, Australia	415	p	NA	n
Martin Castillo Quintana	New York University, USA	414	p	NA	y
Cecilia Martinez-Gallardo	University of North Carolina, USA	410	p	NA	n
Gregory Love	University of Mississippi, USA	410	p	NA	n
Jonathan Hartlyn	University of North Carolina, USA	410	p	NA	n
Matthew Singer	University of Connecticut, USA	410	p	NA	n
Timothy Hellwig	Indiana University, USA	410	p	NA	y
Will Horne	Georgia State University, USA	410	p	NA	n
Andrew Reeves	Washington University in St. Louis, USA	41	p	NA	y
James Gimpel	University of Maryland, College Park, USA	41	p	NA	n
Sergi Ferrer	Autonomous University of Barcelona, Spain	408	p	NA	y
Hans Noel	Georgetown University, USA	407	p	NA	y
Andreas Wiedemann	Princeton University, USA	403	p	NA	y
Rafaela Dancygier	Princeton University, USA	403	p	NA	n
Kostanca Dhima	Georgia State University, USA	402	p	NA	y
Joan Barceló	New York University - Abu Dhabi, UAE	401	p	NA	n
Francesco Bromo	Texas A&M University, USA	400	p	NA	y
Mark Pickup	Simon Fraser University, Canada	4	p	NA	y
Ben Cormier	University of Strathclyde, United Kingdom	396	p	NA	y
Natalya Naqvi	LSE, United Kingdom	396	p	NA	y
Naama Rivlin-Angert	Tel Aviv University, Israel	395	p	NA	y
Jae-Hee Jung	University of Houston, USA	393	p	NA	y
Margit Tavits	Washington University in St. Louis, USA	393	p	NA	n
Radoslaw Zubek	University of Oxford, United Kingdom	392	p	NA	n
Simon Hix	European University Institute, Italy	392	p	NA	n
Thomas Fleming	University College London, United Kingdom	392	p	NA	y
Bernhard Clemm von Hohenberg	University of Amsterdam, Netherlands	388	p	NA	y
Krzysztof Krakowski	Collegio Carlo Alberto, Italy	388	p	NA	n
Nikandros Ioannidis	Pompeu Fabra University, Spain	384	p	NA	y
David Fortunato	UCSD, USA	381	p	NA	y
Scott J. Cook	Texas A&M, USA	381	p	NA	n
Abhit Bhandari	Temple University, USA	380	p	NA	y
Aleksandra Khokhlova	Leiden University, Netherlands	38	p	NA	n
Anastasia Ershova	Leiden University, Netherlands	38	p	NA	y
Nikoleta Yordanova	Leiden University, Netherlands	38	p	NA	n
Diego Zambiasi	Newcastle University, United Kingdom	377	p	NA	y
Francesco Barilari	Trinity College Dublin, Ireland	377	p	NA	n
Matthew Rains	University of Georgia, USA	376	p	NA	y
Anna Pless	Goethe University Frankfurt, Germany	375	p	NA	y
Daniela Grunow	Goethe University Frankfurt, Germany	375	p	NA	n
Yassine Khoudja	Goethe University Frankfurt, Germany	375	p	NA	n
Cameron G. Thies	Michigan State University, USA	374	p	NA	n
Keith Waters	Arizona State University, USA	374	p	NA	n
Suleyman Orhun Altiparmak	Michigan State University, USA	374	p	NA	y
Alexandra Bögner	Salzburg University, Austria	371	p	NA	y
Brian Paul Boyle	University College Dublin, Ireland	369	p	NA	n
Florian van Leeuwen	Tilburg University, Netherlands	368	p	NA	n
Henrikas Bartusevičius	Peace Research Institute Oslo, Norway	368	p	NA	n
Honorata Mazepus	Leiden University, Netherlands	368	p	NA	n
Lasse Laustsen	Aarhus University, Denmark	368	p	NA	y
Mark van Vugt	Vrije Universiteit Amsterdam, Netherlands	368	p	NA	n
Claire Gothreau	Aarhus University, Denmark	367	p	NA	n
Lasse Laustsen	Aarhus University, Denmark	367	p	NA	y
Mehmet Erdem Arslan	University of Essex, United Kingdom	366	p	NA	y
Prabin Khadka	University of Essex, United Kingdom	366	p	NA	n
Bjørn Høyland	University of Oslo, Norway	363	p	NA	y
Simon Hix	European University Institute, Italy	363	p	NA	n
Ruth Carlitz	University of Amsterdam, Netherlands	362	p	NA	y
Clara Husson	University of Mannheim, Germany	361	p	NA	y
Nicola Palma	University of Bologna, Italy	361	p	NA	n
Justin Gengler	Qatar University, Qatar	36	p	NA	n
Lisa Blaydes	Stanford University, USA	36	p	NA	y
André Walter	University of Zurich, Switzerland	358	p	NA	y
Patrick Emmenegger	University of St. Gallen, Switzerland	358	p	NA	n
Akitaka Matsuo	University of Essex, United Kingdom	357	p	NA	y
Nils Ringe	University of Wisconsin-Madison, USA	357	p	NA	n
Yoshikuni Ono	Waseda University, Japan	357	p	NA	n
Benjamin Guinaudeau	University of Konstanz, Germany	356	p	NA	n
Bächtiger André	University of Stuttgart, Germany	356	p	NA	n
Deiss-Helbig Elisa	University of Stuttgart, Germany	356	p	NA	n
Theres Matthiess	University of Trier, Germany	356	p	NA	n
Marcel Schlepper	ifo Institute and LMU Munich, Germany	355	p	NA	n
Niklas Potrafke	ifo Institute and LMU Munich, Germany	355	p	NA	n
Timo Wochner	ifo Institute and LMU Munich, Germany	355	p	NA	y
Rozemarijn van Dijk	University of Antwerp, Belgium	352	p	NA	y
Željko Poljak	University of Antwerp, Belgium	352	p	NA	y
Richard Sigurdson	University of Calgary, Canada	35	p	NA	y
Yooneui Kim	Texas Tech University, USA	349	p	NA	y
Hannah Ridge	University of Chicago, USA	348	p	NA	n
Jean-François Daoust	Université de Sherbrooke, Canada	348	p	NA	y
Philippe Mongrain	McGill University, Canada	348	p	NA	y
Dan Cassino	Fairleigh Dickinson University, USA	347	p	NA	y
Yasemin Besen-Cassino	Montclair State University, USA	347	p	NA	n
Francesco Gatti	Scuola Normale Superiore, Italy	346	p	NA	y
Janet Lewis	George Washington University, USA	345	p	NA	n
Jennifer Larson	Vanderbilt University, USA	345	p	NA	y
Guillaum Kon Kam King	INRAE, France	344	p	NA	n
Héloïse Cloléry	École Polytechnique, France	344	p	NA	n
Max Schaub	University of Hamburg, Germany	344	p	NA	y
Makoto Fukumoto	Waseda University, Japan	343	p	NA	y
Constantin Kaplaner	LMU Munich, Germany	342	p	NA	n
Maximilian Haag	LMU Munich, Germany	342	p	NA	n
Steffen Hurka	LMU Munich, Germany	342	p	NA	y
Dylan Potts	European University Institute, Italy	341	p	NA	y
Eugenia Nazrullaeva	LSE, United Kingdom	341	p	NA	n
Miriam Golden	European University Institute, Italy	341	p	NA	n
Joe Kendall	European University Institute, Italy	339	p	NA	y
Alejandro Tirado Castro	University Carlos III of Madrid, Spain	333	p	NA	y
Matthew Loveless	University of Bologna, Italy	332	p	NA	y
Laurits Aarslew	Aarhus University, Denmark	331	p	NA	y
Gabriel Koehler-Derrick	NYU Abu Dhabi, UAE	330	p	NA	y
Jeremy Bowles	Stanford University, USA	330	p	NA	n
Michael Olson	Washington University, St Louis, USA	330	p	NA	n
Alexander Gazmararian	Princeton University, USA	329	p	NA	y
Helen Milner	Princeton University, USA	329	p	NA	y
Ekaterina Sylvester	University of Rhode Island, USA	328	p	NA	n
Skip Mark	University of Rhode Island, USA	328	p	NA	y
David Fortunato	UCSD, USA	327	p	NA	y
Elena Leuschner	Gothenburg University, Sweden	325	p	NA	y
Simon Gren	Gothenburg University, Sweden	325	p	NA	n
Elena Leuschner	Gothenburg University, Sweden	324	p	NA	y
Anita Gohdes	Hertie School, Germany	323	p	NA	y
Neil Mitchell	University College London, United Kingdom	323	p	NA	n
Sabine Carey	University of Mannheim, Germany	323	p	NA	y
Asya Magazinnik	MIT, USA	321	p	NA	n
Korhan Kocak	NYU Abu Dhabi, UAE	321	p	NA	y
Scott Abramson	Rochester, USA	321	p	NA	n
Christoph Dworschak	University of York, United Kingdom	320	p	NA	n
Johanna Ida Plenter	Heinrich Heine University Düsseldorf, Germany	318	p	NA	y
Alice Dominici	European University Institute, Italy	315	p	NA	y
Lisen Arnheim Dahlström	Karolinska Institute, Sweden	315	p	NA	n
Alice Dominici	European University Institute, Italy	314	p	NA	y
Konstantinos Matakos	King's College London, United Kingdom	313	p	NA	n
Selcen Cakir	Bogazici University, Turkey	313	p	NA	y
David Kaufmann	ETH Zürich, Switzerland	311	p	NA	n
Emily Robitschek	ETH Zürich, Switzerland	311	p	NA	n
Michael Wicki	ETH Zürich, Switzerland	311	p	NA	y
Jason Casellas	University of Houston, USA	308	p	NA	y
Robert Alvarez	University of Houston, USA	308	p	NA	n
Buse Duveroglu	Bilkent University, Turkey	304	p	NA	y
Efe Tokdemir	Bilkent University, Turkey	304	p	NA	n
David Hope	King's College London, United Kingdom	303	p	NA	y
Julian Limberg	King's College London, United Kingdom	303	p	NA	y
Nina Weber	King's College London, United Kingdom	303	p	NA	n
Marco Giani	King's College London, United Kingdom	301	p	NA	n
Rebecca Glazier	University of Arkansas at Little Rock, USA	298	p	NA	y
Max Schaub	University of Hamburg, Germany	296	p	NA	y
Sergi Pardos-Prado	University of Glasgow, United Kingdom	294	p	NA	y
Katjana Gattermann	University of Amsterdam, Netherlands	293	p	NA	y
Thomas Meyer	University of Vienna, Austria	293	p	NA	y
Reto Mitteregger	University of Zurich, Switzerland	290	p	NA	y
Narisong Huhe	University of Strathclyde, United Kingdom	288	p	NA	y
Stratos Patrikios	University of Strathclyde, United Kingdom	288	p	NA	n
Johannes Lindvall	University of Gothenburg, Sweden	287	p	NA	y
Ketevan Bolkvadze	Lund University, Sweden	287	p	NA	n
Elisa Deiss-Helbig	University of Stuttgart, Germany	286	p	NA	y
Constantine Boussalis	Trinity College Dublin, Ireland	281	p	NA	y
Mirya Holman	Tulane University, USA	281	p	NA	n
Travis Coan	University of Exeter & Exeter Q-Step Centre, United Kingdom	281	p	NA	n
Congyi Zhou	Department of Politics, New York University, USA	277	p	NA	y
Liqun Liu	Xiamen University, China	277	p	NA	n
Daniel A. Smith	University of Florida, USA	276	p	NA	n
Enrijeta Shino	University of Alabama, USA	276	p	NA	y
Michal Onderco	Erasmus University Rotterdam, Netherlands	272	p	NA	n
Emma Hoes	University of Zurich, Switzerland	270	p	NA	y
Jonathan Klueser	University of Zurich, Switzerland	270	p	NA	n
Felix Ettensperger	Albert-Ludwigs-Universität Freiburg, Germany	269	p	NA	y
Kira Renée Kurz	Albert-Ludwigs-Universität Freiburg, Germany	269	p	NA	y
Julia de Romémont	University College London, United Kingdom	266	p	NA	y
André Walter	University of Zurich, Switzerland	264	p	NA	y
Patrick Emmenegger	University of St. Gallen, Switzerland	264	p	NA	n
Robin Harding	University of Oxford, United Kingdom	261	p	NA	n
Giuseppe Zaccaria	University of Maastricht and European University Institute, Netherlands	260	p	NA	y
Bernhard Reinsberg	University of Glasgow, United Kingdom	259	p	NA	y
Christian Siauwijaya	University of Glasgow, United Kingdom	259	p	NA	n
Mirko Heinzel	University of Glasgow, United Kingdom	259	p	NA	y
Thomas Sommerer	University of Potsdam, Germany	258	p	NA	n
Arnaud Dellis	University of Quebec in Montreal, Canada	253	p	NA	y
Sabine Kröger	Laval University, Canada	253	p	NA	n
Andrew Sanders	University of Derby, United Kingdom	252	p	NA	n
Emily Naasz	Texas A&M University San Antonio, USA	252	p	NA	n
Thomas Beaumont	Texas A&M University San Antonio, USA	252	p	NA	y
Hye Young You	New York University, USA	251	p	NA	y
Hye Young You	New York University, USA	250	p	NA	n
Pamela Ban	University of California, San Diego, USA	250	p	NA	y
Alona O. Dolinsky	University College Dublin, Ireland	246	p	NA	y
Nirvikar Jassal	LSE, United Kingdom	245	p	NA	y
Barry Burden	University of Wisconsin, USA	241	p	NA	n
Dan Butler	Washington University in St. Louis, USA	241	p	NA	y
Laurel Harbridge-Yong	Northwestern University, USA	241	p	NA	n
Sarah Anderson	UC Santa Barbara, USA	241	p	NA	n
Timothy Ryan	UNC Chapel Hill, USA	241	p	NA	n
Charlotte Fiedler	German Institute of Development and Sustainability (IDOS), Germany	240	p	NA	y
Hugo Marcos-Marné	University of Salamanca, Spain	240	p	NA	y
Karina Mross	German Institute of Development and Sustainability (IDOS), Germany	240	p	NA	y
Alastair Smith	New York University, USA	24	p	NA	y
Bruce Bueno de Mesquita	New York University, USA	24	p	NA	n
Justin Melnick	New York University, USA	24	p	NA	n
James Tilley	University of Oxford, United Kingdom	239	p	NA	n
Moritz Osnabrügge	Durham University, United Kingdom	239	p	NA	n
Manuel E. Lago	University College of Dublin, Ireland	238	p	NA	y
Binzizi Dong	City University of Hong Kong, Hong Kong	236	p	NA	y
Dongshu Liu	City University of Hong Kong, Hong Kong	236	p	NA	y
Dongil Lee	KDI School of Public Policy and Management, Korea, Republic of	234	p	NA	y
Blair Welsh	University of Essex, United Kingdom	23	p	NA	y
Stuart Fox	Brunel University London, United Kingdom	229	p	NA	y
Jae-Hee Jung	University of Houston, USA	228	p	NA	y
Scott Clifford	University of Houston, USA	228	p	NA	n
Jacob Nyrup	University of Oslo, Norway	225	p	NA	y
Peter Egge Langsæther	Unviersity of Oslo, Norway	225	p	NA	n
Annemarie Walter	University of Nottingham, United Kingdom	223	p	NA	y
David Redlawsk	University of Delaware, United Kingdom	223	p	NA	y
Daniel Nielson	The University of Texas at Austin, USA	218	p	NA	y
Huimin Li	The University of Texas at Austin, USA	218	p	NA	n
Jiseon Chang	The University of Texas at Austin, USA	218	p	NA	n
Olgahan Çat	The University of Texas at Austin, USA	218	p	NA	n
Roman Hlatky	University of North Texas, USA	218	p	NA	n
Carie Anne Steele	Northern Arizona University, USA	217	p	NA	y
Cleo O’Brien Udry	Yale University, United Kingdom	216	p	NA	y
Tyler Pratt	Yale University, United Kingdom	216	p	NA	n
Ken Shadlen	London School of Economics and Political Science, United Kingdom	215	p	NA	y
Mathias Koenig-Archibugi	London School of Economics and Political Science, United Kingdom	214	p	NA	y
Mirko Heinzel	University of Glasgow, United Kingdom	214	p	NA	y
Elisa Deiss-Helbig	University of Stuttgart, Germany	213	p	NA	y
Felix Goldberg	University of Stuttgart, Germany	213	p	NA	n
Patrick Bernhagen	University of Stuttgart, Germany	213	p	NA	n
Elise Blasingame	University of Georgia, USA	212	p	NA	n
Jake Truscott	University of Georgia, USA	212	p	NA	n
Joseph Ornstein	University of Georgia, USA	212	p	NA	y
Luna Bellani	Universität Konstanz, Germany	211	p	NA	n
