author	affiliation	abstract_id
Sarah Bush	Yale University, USA	128
Geraldine Bustos-Zamora	University of Essex, United Kingdom	437
Dan Butler	Washington University in St. Louis, USA	241
Nina Maureen Cadorin	University of Oslo, Norway	1529
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Ming Boyer	University of Vienna, Austria	1378
Ming Boyer	University of Vienna, Austria	702
Sébastien Boyer	University of Basel, Switzerland	1265
Brian Boyle	Newcastle University, United Kingdom	774
Brian Paul Boyle	University College Dublin, Ireland	369
Ana Bracic	Michigan State University, USA	1023
Nathalie Brack	Université Libre de Bruxelles, Belgium	681
Thomas Braeuninger	University of Mannheim, Germany	1272
Laurence Brandenberger	ETH Zurich, Switzerland	1683
Laurence Brandenberger	ETH Zurich, Switzerland	1718
Heinz Brandenburg	University of Strathclyde, United Kingdom	2049
Målfrid Braut-Hegghammer	University of Oslo, Norway	1679
Sofia Breitenstein	Universitat de Barcelona, Spain	677
Christian Breunig	University of Konstanz, Germany	1104
Christian Breunig	University of Konstanz, Germany	1102
Sarah Brierley	London School of Economics, United Kingdom	141
Francesco Bromo	Texas A&M University, USA	400
Philipp Broniecki	University of Oslo, Norway	1192
Philipp Broniecki	University of Oslo, Norway	1221
Philipp Broniecki	University of Oslo, Norway	1219
Philipp Broniecki	University of Oslo, Norway	1190
Laura Bronner	ETH Zürich, Switzerland	1491
Sarah Brooks	Ohio State University, USA	1548
Sylvain Brouard	Sciences Po, France	1267
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Ketevan Bolkvadze	Lund University, Sweden	287
Jørgen Bølstad	University of Oslo, Norway	1204
George Bolton	University of Southampton, United Kingdom	460
Moritz Emanuel Bondeli	Yale University, USA	1750
Niccolo Bonifai	Georgetown University, USA	1019
Niccolo Bonifai	Georgetown University, USA	1046
Hajo G. Boomgarden	University of Vienna, Austria	1980
Joep Boonekamp - van Lit	Radboud University, Netherlands	1183
Alexander Bor	Central European University, Hungary	1200
Mariana Borges Martins da Silva	University of Oxford, United Kingdom	1731
Giorgia Borgnino	University of Bologna, Italy	755
Gabriela Borz	University of Strathclyde, United Kingdom	2049
Linda Bos	University of Amsterdam, Netherlands	1260
Roel Bos	Princeton University, USA	1062
Luis Bosshart	LSE, United Kingdom	814
Jana Boukemia	University of Basel, Switzerland	1265
Constantine Boussalis	Trinity College Dublin, Ireland	281
Constantine Boussalis	Trinity College Dublin, Ireland	426
Vincenzo Bove	University of Warwick, United Kingdom	197
Shaun Bowler	UC-Riverside, USA	539
Jeremy Bowles	Stanford University, USA	330
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Matthew Bird	Universidad del Pacífico, Peru	1353
Daniel Bischof	Aarhus University, Denmark	548
Daniel Bischof	Aarhus University, Denmark	1234
Daniel Bischof	Aarhus University, Denmark	1314
Lise Bjånesøy	University of Bergen, Norway	1503
Johanna Yr Bjarnadottir	Humboldt-Universität zu Berlin, Germany	517
Johanna Yr Bjarnadottir	Humboldt-Universität zu Berlin, Germany	933
Solveig Bjørkholt	University of Oslo, Norway	1196
Solveig Bjørkholt	University of Oslo, Norway	176
Solveig Bjørkholt	University of Oslo, Norway	162
Christian Bjørnskov	Aarhus University, Denmark	193
Alexandra Blackman	Cornell University, USA	1779
André Blais	Université de Montréal, Canada	1694
Elise Blasingame	University of Georgia, USA	212
Lisa Blaydes	Stanford University, USA	36
Sebastian Block	Leibniz University Hannover, Germany	1027
Jack Blumenau	University College London, United Kingdom	928
Dan Bogart	UC Irvine, USA	672
Konstantin Bogatyrev	Bocconi University, Italy	1594
Alexandra Bögner	Salzburg University, Austria	371
Heidrun Bohnet	University for Continuining Education Krems, Austria	865
David Bokhorst	European University Institute, Italy	713
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Lene Aarøe	Aarhus University, Denmark	1807
Lene Aarøe	Aarhus University, Denmark	1222
Jacob Aars	University of Bergen, Norway	902
Laurits Aarslew	Aarhus University, Denmark	1144
Laurits Aarslew	Aarhus University, Denmark	331
Lasse Aaskoven	University of Southern Denmark, Denmark	193
María Belén Abdala	University of Vienna, Austria	1378
María Belén Abdala	University of Vienna, Austria	702
Rod Abouharb	University College London, United Kingdom	1820
Rod Abouharb	University College London, United Kingdom	167
Scott Abramson	Rochester, USA	321
Martin Acheampong	German Institute for Global and Area Studies (GIGA), Germany	136
Kathrin Ackermann	Heidelberg, Germany	1009
Vasileios Adamidis	Nottingham Trent University, United Kingdom	77
James Adams	University of California, Davis, USA	1141
Alexandre Afonso	University of Leiden, Netherlands	445
Linuz Aggeborn	Uppsala University, Sweden	850
Paolo Agnolin	Bocconi University, Italy	610
Johan Ahlback	LSE, United Kingdom	921
John Ahlquist	UCSD, USA	1988
Leo Ahrens	Free University of Berlin, Germany	1786
Leo Ahrens	Free University of Berlin, Germany	1785
